,Age,Gender,Race,Offenses Severity,Arrest Time of Day,Arrest Hour,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature Range,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
1337,18.0,M,B,Misdemeanor,Late Morning (9am-12pm),11,Tuesday,18,October,2016,70s,77.32,Clear,"900 Block BRUSHTON AV PITTSBURGH, PA 15208",40.45552397,-79.88801848,Homewood North,5
1338,18.0,M,W,Misdemeanor,Late Morning (9am-12pm),10,Tuesday,18,October,2016,70s,77.32,Clear,"500 Block CRANE AV PITTSBURGH, PA 15216",40.41698861,-80.01823348,Beechview,6
1339,15.0,M,W,Misdemeanor,Late Morning (9am-12pm),10,Tuesday,18,October,2016,70s,77.32,Clear,"2400 Block SHADY AV PITTSBURGH, PA 15217",40.43002809,-79.92063357,Squirrel Hill South,4
1340,17.0,M,B,Misdemeanor,Late Morning (9am-12pm),11,Tuesday,18,October,2016,70s,77.32,Clear,"3100 Block CENTRE AV PITTSBURGH, PA 15219",40.44888617,-79.96203958,Upper Hill,2
1341,25.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Tuesday,18,October,2016,70s,77.32,Clear,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
1342,37.0,F,W,Misdemeanor,Early Afternoon (1-4pm),14,Tuesday,18,October,2016,70s,77.32,Clear,"600 Block Smithfield ST Pittsburgh, PA 15222",40.44152525,-79.99740551,Central Business District,2
1343,42.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Tuesday,18,October,2016,70s,77.32,Clear,"Beechwood BL & Loretta ST Pittsburgh, PA 15217",40.42211684,-79.9277515,Greenfield,4
1344,66.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Tuesday,18,October,2016,70s,77.32,Clear,"Beechwood BL & Loretta ST Pittsburgh, PA 15217",40.42211684,-79.9277515,Greenfield,4
1345,20.0,M,B,Misdemeanor,Early Evening (5-8pm),20,Tuesday,18,October,2016,70s,77.32,Clear,"4400 Block Liberty AV Pittsburgh, PA 15224",40.46363234,-79.95263642,Bloomfield,5
1346,25.0,M,B,Misdemeanor,Evening (9-12am),21,Tuesday,18,October,2016,70s,77.32,Clear,"7700 Block Baxter ST Pittsburgh, PA 15221",40.45631348,-79.88760655,Homewood North,5
1347,23.0,M,B,Misdemeanor,Evening (9-12am),21,Tuesday,18,October,2016,70s,77.32,Clear,"7700 Block Baxter ST Pittsburgh, PA 15221",40.45631348,-79.88760655,Homewood North,5
1348,71.0,M,B,Misdemeanor,Evening (9-12am),22,Tuesday,18,October,2016,70s,77.32,Clear,"100 Block Schenley Manor DR Pittsburgh, PA 15201",40.47555988,-79.94006611,Stanton Heights,5
1349,16.0,F,B,Felony,Early Evening (5-8pm),20,Tuesday,18,October,2016,70s,77.32,Clear,"2000 Block Termon AV Pittsburgh, PA 15212",40.48287902,-80.04453301,Brighton Heights,1
1350,60.0,M,W,Felony,Early Morning (12-3am),2,Tuesday,18,October,2016,70s,77.32,Clear,"Brighton RD & Wadlow ST Pittsburgh, PA 15212",40.47534251,-80.03037465,Marshall-Shadeland,1
1351,35.0,M,B,Misdemeanor,Early Afternoon (1-4pm),13,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"3100 Block Bergman ST Pittsburgh, PA 15204",40.45688576,-80.05486725,Sheraden,6
1352,26.0,F,W,Misdemeanor,Early Afternoon (1-4pm),13,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"3900 Block Vinceton ST Pittsburgh, PA 15214",40.48852507,-80.02341839,Perry North,1
1353,59.0,M,B,Misdemeanor,Early Afternoon (1-4pm),16,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"4900 Block 2nd AV Pittsburgh, PA 15207",40.40990781,-79.9440557,Hazelwood,4
1354,40.0,M,O,Misdemeanor,Early Afternoon (1-4pm),13,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"600 Block East End AV Pittsburgh, PA 15221",40.43955966,-79.89667516,Regent Square,4
1355,21.0,M,W,Misdemeanor,Late Morning (9am-12pm),10,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"1800 Block Hethlon ST Pittsburgh, PA 15205",40.43446158,-80.04598972,Westwood,6
1356,46.0,F,B,Felony,Early Afternoon (1-4pm),16,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"1400 Block N Murtland ST Pittsburgh, PA 15208",40.46256863,-79.89926291,Homewood West,5
1357,62.0,F,B,Misdemeanor,Early Evening (5-8pm),18,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
1358,17.0,F,W,Misdemeanor,Early Afternoon (1-4pm),16,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"4900 Block Yew ST Pittsburgh, PA 15224",40.4580502,-79.94759002,Bloomfield,5
1359,17.0,M,B,Felony,Early Evening (5-8pm),17,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"2500 Block Brackenridge ST Pittsburgh, PA 15219",40.4447005,-79.97010416,Terrace Village,2
1360,18.0,M,B,Misdemeanor,Early Evening (5-8pm),17,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"2500 Block Brackenridge ST Pittsburgh, PA 15219",40.4447005,-79.97010416,Terrace Village,2
1361,18.0,M,B,Felony,Evening (9-12am),21,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"1100 Block Brintell ST Pittsburgh, PA 15201",40.47784054,-79.93853253,Stanton Heights,5
1362,52.0,M,B,Misdemeanor,Early Morning (12-3am),3,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"8600 Block Bricelyn ST Pittsburgh, PA 15221",40.457856799999995,-79.87435595,East Hills,5
1363,51.0,M,W,Misdemeanor,Early Evening (5-8pm),18,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"River AV & 30th St BRDG Pittsburgh, PA 15212",0.0,0.0,Troy Hill,1
1364,22.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"Wilson AV & Perrysville AV Pittsburgh, PA 15214",40.4636748,-80.01229666,Perry South,1
1365,27.0,M,W,Misdemeanor,Early Evening (5-8pm),19,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"James ST & Dunloe AV Pittsburgh, PA 15212",40.45780845,-80.00202009999998,Central North Side,1
1366,20.0,M,W,Felony,Early Afternoon (1-4pm),13,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"500 Block S Mathilda ST Pittsburgh, PA 15224",40.459936,-79.94761297,Bloomfield,5
1367,22.0,M,B,Felony,Early Afternoon (1-4pm),13,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"500 Block S Mathilda ST Pittsburgh, PA 15224",40.459936,-79.94761297,Bloomfield,5
1368,20.0,M,B,Felony,Early Afternoon (1-4pm),13,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"500 Block S Mathilda ST Pittsburgh, PA 15224",40.459936,-79.94761297,Bloomfield,5
1369,25.0,F,W,Misdemeanor,Early Morning (12-3am),2,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"100 Block Zara ST Pittsburgh, PA 15210",40.415857700000004,-79.98811881,Knoxville,3
1370,30.0,M,B,Misdemeanor,Early Morning (12-3am),2,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"100 Block Zara ST Pittsburgh, PA 15210",40.415857700000004,-79.98811881,Knoxville,3
1371,26.0,M,B,Misdemeanor,Early Afternoon (1-4pm),13,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"N Highland AV & East Liberty BL Pittsburgh, PA 15206",40.4660114,-79.92273104,East Liberty,5
1372,28.0,M,W,Misdemeanor,Early Afternoon (1-4pm),16,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"800 Block Crucible ST Pittsburgh, PA 15220",40.441987100000006,-80.03978718,Elliott,6
1373,34.0,M,B,Misdemeanor,Early Afternoon (1-4pm),16,Wednesday,19,October,2016,70s,73.18,Mostly Cloudy,"4600 Block Liberty AV Pittsburgh, PA 15224",40.46240272,-79.95088209,Bloomfield,5
1374,29.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Thursday,20,October,2016,70s,77.93,Clear,"700 Block Mt Pleasant RD Pittsburgh, PA 15214",40.47599179,-79.99823793,Northview Heights,1
1375,39.0,F,W,Felony,Early Afternoon (1-4pm),15,Thursday,20,October,2016,70s,77.93,Clear,"5500 Block Beverly PL Pittsburgh, PA 15206",40.47699679,-79.92641306,Highland Park,5
1376,24.0,M,W,Misdemeanor,Early Evening (5-8pm),19,Thursday,20,October,2016,70s,77.93,Clear,"Salisbury ST & Clover ST Pittsburgh, PA 15210",40.41863502,-79.97113071,South Side Slopes,3
1377,42.0,F,B,Misdemeanor,Early Evening (5-8pm),17,Thursday,20,October,2016,70s,77.93,Clear,"700 Block Mercer ST Pittsburgh, PA 15219",40.44442876,-79.98729152,Crawford-Roberts,2
1378,10.0,M,B,Misdemeanor,Late Morning (9am-12pm),10,Thursday,20,October,2016,70s,77.93,Clear,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",40.40856969,-79.97940289,Mount Oliver,3
1379,27.0,M,W,Misdemeanor,Late Morning (9am-12pm),11,Thursday,20,October,2016,70s,77.93,Clear,"3200 Block Lecky AV Pittsburgh, PA 15212",40.47390774,-80.03441024,Marshall-Shadeland,1
1380,33.0,F,B,Misdemeanor,Early Afternoon (1-4pm),14,Thursday,20,October,2016,70s,77.93,Clear,"Allendale ST & Stanhope ST Pittsburgh, PA 15204",40.45708858,-80.06287979999999,Sheraden,6
1381,69.0,M,W,Misdemeanor,Early Afternoon (1-4pm),14,Thursday,20,October,2016,70s,77.93,Clear,"1600 Block Trinity ST Pittsburgh, PA 15206",40.48590259,-79.93210819,Stanton Heights,5
1382,57.0,M,W,Misdemeanor,Early Afternoon (1-4pm),16,Thursday,20,October,2016,70s,77.93,Clear,"Cherry WY & Fort Pitt BL Pittsburgh, PA 15219",40.43638536,-79.99999509,Central Business District,2
1383,34.0,F,W,Misdemeanor,Early Evening (5-8pm),18,Thursday,20,October,2016,70s,77.93,Clear,"Chislett ST & Black ST Pittsburgh, PA 15206",40.46966551,-79.93009068,East Liberty,5
1384,31.0,M,W,Misdemeanor,Early Evening (5-8pm),18,Thursday,20,October,2016,70s,77.93,Clear,"Chislett ST & Black ST Pittsburgh, PA 15206",40.46966551,-79.93009068,East Liberty,5
1385,25.0,M,W,Misdemeanor,Early Evening (5-8pm),18,Thursday,20,October,2016,70s,77.93,Clear,"Nobles LANE & Colerain ST Pittsburgh, PA 15210",40.39611701,-79.99709151,Carrick,3
1386,33.0,M,B,Misdemeanor,Evening (9-12am),21,Thursday,20,October,2016,70s,77.93,Clear,"W North AV & Fulton ST Pittsburgh, PA 15233",40.45249634,-80.02415203,Manchester,1
1387,18.0,M,W,Misdemeanor,Evening (9-12am),23,Thursday,20,October,2016,70s,77.93,Clear,"1600 Block Smallman ST Pittsburgh, PA 15222",40.44956619,-79.98764669,Strip District,2
1388,15.0,M,B,Felony,Late Morning (9am-12pm),10,Friday,21,October,2016,50s,55.37,Light Rain,"2500 Block Brownsville RD Pittsburgh, PA 15210",40.38668454,-79.98114783,Carrick,3
1389,23.0,M,B,Felony,Morning (4-8am),7,Friday,21,October,2016,50s,55.37,Light Rain,"800 Block Chislett ST Pittsburgh, PA 15206",40.47325149,-79.93066542,Morningside,5
1390,49.0,M,B,Misdemeanor,Early Afternoon (1-4pm),15,Friday,21,October,2016,50s,55.37,Light Rain,"4900 Block Morewood AV Pittsburgh, PA 15224",40.444709499999995,-79.94304421,Bloomfield,5
1391,55.0,F,B,Felony,Early Evening (5-8pm),20,Friday,21,October,2016,50s,55.37,Light Rain,"800 Block Freeport RD Pittsburgh, PA 15238",40.49830236,-79.8536974,Lincoln-Lemington-Belmar,5
1392,44.0,M,B,Felony,Morning (4-8am),7,Friday,21,October,2016,50s,55.37,Light Rain,"7100 Block Everton ST Pittsburgh, PA 15206",40.46288431,-79.89240698,Lincoln-Lemington-Belmar,5
1393,23.0,M,B,Misdemeanor,Morning (4-8am),7,Friday,21,October,2016,50s,55.37,Light Rain,"400 Block N Mathilda ST Pittsburgh, PA 15224",40.46776599,-79.94576493,Garfield,5
1394,16.0,M,B,Felony,Early Evening (5-8pm),20,Friday,21,October,2016,50s,55.37,Light Rain,"300 Block E North AV Pittsburgh, PA 15212",40.45494869,-80.00964027,Allegheny Center,1
1395,14.0,M,B,Felony,Early Evening (5-8pm),20,Friday,21,October,2016,50s,55.37,Light Rain,"500 Block S 27th ST Pittsburgh, PA 15203",40.42776977,-79.96619475,South Side Flats,3
1396,55.0,F,W,Misdemeanor,Early Evening (5-8pm),20,Friday,21,October,2016,50s,55.37,Light Rain,"One Wild PL Pittsburgh, PA 15206",40.48396319,-79.92088801,Highland Park,5
1397,66.0,M,W,Misdemeanor,Early Evening (5-8pm),20,Friday,21,October,2016,50s,55.37,Light Rain,"Friendship AV & Pearl ST Pittsburgh, PA 15224",40.46350942,-79.94893448,Bloomfield,5
1398,18.0,M,O,Misdemeanor,Early Morning (12-3am),1,Friday,21,October,2016,50s,55.37,Light Rain,"1600 Block Smallman ST Pittsburgh, PA 15222",40.44956619,-79.98764669,Strip District,2
1399,36.0,M,W,Misdemeanor,Early Morning (12-3am),1,Friday,21,October,2016,50s,55.37,Light Rain,"5th AV & Wyandotte ST Pittsburgh, PA 15219",40.43822896,-79.97754462,Bluff,2
1400,24.0,M,W,Misdemeanor,Early Morning (12-3am),1,Friday,21,October,2016,50s,55.37,Light Rain,"1600 Block Smallman ST Pittsburgh, PA 15222",40.44956619,-79.98764669,Strip District,2
1401,22.0,M,W,Felony,Early Morning (12-3am),1,Friday,21,October,2016,50s,55.37,Light Rain,"1600 Block Smallman ST Pittsburgh, PA 15222",40.44956619,-79.98764669,Strip District,2
1402,34.0,M,B,Misdemeanor,Early Afternoon (1-4pm),13,Friday,21,October,2016,50s,55.37,Light Rain,"900 Block Industry ST Pittsburgh, PA 15210",40.42079397,-79.99165837,Allentown,3
1403,29.0,F,W,Felony,Early Morning (12-3am),4,Saturday,22,October,2016,40s,45.37,Overcast,"400 Block E OHIO ST Pittsburgh, PA 15212",40.45347051,-80.00153324,East Allegheny,1
1404,39.0,M,B,Felony,Early Morning (12-3am),4,Saturday,22,October,2016,40s,45.37,Overcast,"900 Block Galveston AV Pittsburgh, PA 15233",40.45198745,-80.01645974,Allegheny West,1
1405,22.0,M,B,Felony,Early Evening (5-8pm),20,Saturday,22,October,2016,40s,45.37,Overcast,"2300 Block Park Hill DR Pittsburgh, PA 15221",40.45475038,-79.87407838,East Hills,5
1406,31.0,M,W,Felony,Late Morning (9am-12pm),10,Saturday,22,October,2016,40s,45.37,Overcast,"200 Block London Towne DR Pittsburgh, PA 15226",40.41067593,-80.00956952,Brookline,6
1407,54.0,M,W,Misdemeanor,Early Afternoon (1-4pm),13,Saturday,22,October,2016,40s,45.37,Overcast,"Mc Monagle AV & Banksville RD Pittsburgh, PA 15216",40.39962135,-80.04440488,Banksville,6
1408,47.0,F,B,Misdemeanor,Early Afternoon (1-4pm),16,Saturday,22,October,2016,40s,45.37,Overcast,"1500 Block Cooper AV Pittsburgh, PA 15212",40.48367615,-80.03847861,Brighton Heights,1
1409,36.0,M,W,Misdemeanor,Early Evening (5-8pm),17,Saturday,22,October,2016,40s,45.37,Overcast,"1100 Block St Martin ST Pittsburgh, PA 15203",40.42247509,-79.98633023,South Side Slopes,3
1410,35.0,M,B,Misdemeanor,Evening (9-12am),23,Saturday,22,October,2016,40s,45.37,Overcast,"4800 Block Rosetta ST Pittsburgh, PA 15224",40.46838498,-79.94544835,Garfield,5
1411,24.0,M,B,Misdemeanor,Early Morning (12-3am),2,Saturday,22,October,2016,40s,45.37,Overcast,Lemington AV,0.0,0.0,Lincoln-Lemington-Belmar,5
1412,23.0,M,B,Misdemeanor,Early Morning (12-3am),1,Saturday,22,October,2016,40s,45.37,Overcast,Lemington AV,0.0,0.0,Lincoln-Lemington-Belmar,5
1413,24.0,F,W,Misdemeanor,Early Morning (12-3am),1,Saturday,22,October,2016,40s,45.37,Overcast,"1500 Block E Carson ST Pittsburgh, PA 15203",40.42868483,-79.98330671,South Side Flats,3
1414,27.0,M,B,Misdemeanor,Early Morning (12-3am),3,Saturday,22,October,2016,40s,45.37,Overcast,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
1415,51.0,F,B,Misdemeanor,Early Morning (12-3am),3,Saturday,22,October,2016,40s,45.37,Overcast,"Frankstown AV & Collier ST Pittsburgh, PA 15208",40.45639295,-79.89190208,Homewood North,5
1416,39.0,M,B,Felony,Late Morning (9am-12pm),12,Saturday,22,October,2016,40s,45.37,Overcast,"700 Block Casino DR Pittsburgh, PA 15212",40.44686778,-80.02075781,Chateau,1
1417,22.0,M,W,Felony,Morning (4-8am),5,Saturday,22,October,2016,40s,45.37,Overcast,"S 18th ST & Jane ST Pittsburgh, PA 15203",40.42695317,-79.98074032,South Side Flats,3
1418,30.0,M,W,Felony,Evening (9-12am),23,Saturday,22,October,2016,40s,45.37,Overcast,"300 Block North Shore DR Pittsburgh, PA 15212",40.45494869,-80.00964027,North Shore,1
1419,19.0,M,B,Felony,Early Morning (12-3am),2,Sunday,23,October,2016,50s,57.64,Clear,"200 Block Carnegie PL Pittsburgh, PA 15208",40.44722382,-79.89889599,Point Breeze,4
1420,31.0,M,B,Misdemeanor,Early Evening (5-8pm),18,Sunday,23,October,2016,50s,57.64,Clear,"5600 Block Rural ST Pittsburgh, PA 15206",40.46555136,-79.92937904,East Liberty,5
1421,37.0,M,B,Felony,Early Evening (5-8pm),17,Sunday,23,October,2016,50s,57.64,Clear,"1700 Block Letsche ST Pittsburgh, PA 15214",40.46262849,-80.00823887,Fineview,1
1422,48.0,M,B,Felony,Early Evening (5-8pm),17,Sunday,23,October,2016,50s,57.64,Clear,"OHIO TWP OHIO TWP,  ",0.0,0.0,Outside County,OSC
1423,32.0,F,W,Felony,Late Morning (9am-12pm),11,Sunday,23,October,2016,50s,57.64,Clear,"6600 Block Frankstown AV Pittsburgh, PA 15206",40.45922043,-79.91088157,Larimer,5
1424,44.0,M,W,Felony,Early Afternoon (1-4pm),16,Sunday,23,October,2016,50s,57.64,Clear,"600 Block Penn AV Pittsburgh, PA 15222",40.44258495,-80.00178951,Central Business District,2
1425,26.0,M,A,Misdemeanor,Early Afternoon (1-4pm),15,Sunday,23,October,2016,50s,57.64,Clear,"Ridge AV & Fontella ST Pittsburgh, PA 15233",40.44921776,-80.02107887,Chateau,1
1426,43.0,F,B,Misdemeanor,Evening (9-12am),22,Sunday,23,October,2016,50s,57.64,Clear,"1200 Block Oakglen ST Pittsburgh, PA 15204",40.4508895,-80.05713677,Crafton Heights,6
1427,26.0,F,W,Misdemeanor,Early Morning (12-3am),1,Sunday,23,October,2016,50s,57.64,Clear,"S 18th ST & Jane ST Pittsburgh, PA 15203",40.42695317,-79.98074032,South Side Flats,3
1428,23.0,M,B,Misdemeanor,Early Morning (12-3am),1,Sunday,23,October,2016,50s,57.64,Clear,"S 14th ST & Muriel ST Pittsburgh, PA 15203",40.43012866,-79.98415652,South Side Flats,3
1429,31.0,M,B,Felony,Early Morning (12-3am),2,Sunday,23,October,2016,50s,57.64,Clear,"1700 Block E Carson ST Pittsburgh, PA 15203",40.4285852,-79.98186901,South Side Flats,3
1430,27.0,F,W,Misdemeanor,Early Morning (12-3am),3,Sunday,23,October,2016,50s,57.64,Clear,"500 Block Loretto RD Pittsburgh, PA 15217",40.42089156,-79.93979019,Greenfield,4
1431,40.0,F,B,Misdemeanor,Morning (4-8am),5,Sunday,23,October,2016,50s,57.64,Clear,"3300 Block Brighton RD Pittsburgh, PA 15212",40.47662892,-80.03152303,Brighton Heights,1
1432,32.0,M,H,Misdemeanor,Morning (4-8am),6,Sunday,23,October,2016,50s,57.64,Clear,"1400 Block Alton ST Pittsburgh, PA 15216",40.41302129,-80.02117303,Beechview,6
1433,53.0,M,B,Misdemeanor,Late Morning (9am-12pm),10,Sunday,23,October,2016,50s,57.64,Clear,"10 Block Perry ST Pittsburgh, PA 15219",40.44605533,-79.97765978,Middle Hill,2
1434,61.0,M,B,Misdemeanor,Late Morning (9am-12pm),10,Sunday,23,October,2016,50s,57.64,Clear,"10 Block Perry ST Pittsburgh, PA 15219",40.44605533,-79.97765978,Middle Hill,2
1435,19.0,M,B,Felony,Early Morning (12-3am),2,Sunday,23,October,2016,50s,57.64,Clear,"200 Block Homestead ST Pittsburgh, PA 15218",40.42085166,-79.89946128,Swisshelm Park,4
1436,41.0,M,W,Felony,Late Morning (9am-12pm),11,Sunday,23,October,2016,50s,57.64,Clear,"CRAFTON CRAFTON, PA ",0.0,0.0,Outside City,OSC
1437,36.0,M,W,Misdemeanor,Late Morning (9am-12pm),10,Monday,24,October,2016,50s,56.66,Overcast,"5400 Block Butler ST Pittsburgh, PA 15201",40.48281452,-79.95094934,Upper Lawrenceville,2
1438,25.0,M,W,Misdemeanor,Late Morning (9am-12pm),10,Monday,24,October,2016,50s,56.66,Overcast,"Bigelow BL & Chatham ST Pittsburgh, PA 15219",40.44105176,-79.99379317,Central Business District,2
1439,19.0,M,B,Misdemeanor,Early Afternoon (1-4pm),13,Monday,24,October,2016,50s,56.66,Overcast,"N Negley AV & Stanton AV Pittsburgh, PA 15206",40.47152213,-79.92627753,Highland Park,5
1440,26.0,M,B,Felony,Morning (4-8am),5,Monday,24,October,2016,50s,56.66,Overcast,"1000 Block Centre AV Pittsburgh, PA 15219",40.44039833,-79.99149262,Central Business District,2
1441,25.0,M,B,Misdemeanor,Early Evening (5-8pm),18,Monday,24,October,2016,50s,56.66,Overcast,"Wyoming ST & E Sycamore ST Pittsburgh, PA 15211",40.43027051,-80.00645947,Mount Washington,3
1442,46.0,M,B,Felony,Early Morning (12-3am),1,Monday,24,October,2016,50s,56.66,Overcast,"900 Block Girder ST Pittsburgh, PA 15207",40.39020181,-79.92397175,New Homestead,4
1443,24.0,M,B,Felony,Early Afternoon (1-4pm),15,Monday,24,October,2016,50s,56.66,Overcast,"1500 Block Monterey ST Pittsburgh, PA 15212",40.45729369,-80.0134089,Central North Side,1
1444,56.0,F,W,Misdemeanor,Late Morning (9am-12pm),11,Monday,24,October,2016,50s,56.66,Overcast,"Carrington ST & Saturn WY Pittsburgh, PA 15212",40.45842885,-80.01180254,Central North Side,1
1445,54.0,M,W,Felony,Late Morning (9am-12pm),9,Monday,24,October,2016,50s,56.66,Overcast,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
1446,28.0,M,B,Misdemeanor,Evening (9-12am),23,Monday,24,October,2016,50s,56.66,Overcast,"1800 Block Forbes AV Pittsburgh, PA 15219",40.43734495,-79.98132220000001,Bluff,2
1447,12.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Monday,24,October,2016,50s,56.66,Overcast,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",40.40856969,-79.97940289,Mount Oliver,3
1448,14.0,F,B,Felony,Early Afternoon (1-4pm),13,Monday,24,October,2016,50s,56.66,Overcast,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",40.40856969,-79.97940289,Mount Oliver,3
1449,25.0,F,B,Felony,Early Afternoon (1-4pm),14,Monday,24,October,2016,50s,56.66,Overcast,"200 Block 5th AV Pittsburgh, PA 15222",40.44122843,-80.00207379,Central Business District,2
1450,28.0,M,B,Misdemeanor,Early Morning (12-3am),2,Monday,24,October,2016,50s,56.66,Overcast,"8300 Block Vidette ST Pittsburgh, PA 15221",40.45414728,-79.87840405,East Hills,5
1451,28.0,F,B,Misdemeanor,Early Morning (12-3am),2,Monday,24,October,2016,50s,56.66,Overcast,"8300 Block Vidette ST Pittsburgh, PA 15221",40.45414728,-79.87840405,East Hills,5
1452,52.0,M,B,Felony,Morning (4-8am),8,Monday,24,October,2016,50s,56.66,Overcast,"700 Block E Warrington AV Pittsburgh, PA 15210",40.42151101,-79.99548539,Allentown,3
1453,22.0,M,W,Misdemeanor,Morning (4-8am),8,Monday,24,October,2016,50s,56.66,Overcast,"2100 Block Lowrie ST Pittsburgh, PA 15212",40.46925739,-79.97884646,Troy Hill,1
1454,59.0,M,B,Misdemeanor,Early Afternoon (1-4pm),15,Monday,24,October,2016,50s,56.66,Overcast,"200 Block Ross ST Pittsburgh, PA 15219",40.43673612,-79.99677219,Central Business District,2
1455,20.0,F,A,Felony,Early Afternoon (1-4pm),14,Monday,24,October,2016,50s,56.66,Overcast,"6100 Block ST MARIE ST Pittsburgh, PA 15206",40.46815616,-79.91914864,Highland Park,5
1456,32.0,M,W,Misdemeanor,Evening (9-12am),21,Monday,24,October,2016,50s,56.66,Overcast,"Bigelow SQ Pittsburgh, PA 15219",40.44078618,-79.99440381,Central Business District,2
1457,36.0,F,W,Misdemeanor,Evening (9-12am),21,Monday,24,October,2016,50s,56.66,Overcast,"100 Block Charles ST Pittsburgh, PA 15210",40.41659309,-79.98815784,Knoxville,3
1458,23.0,M,W,Misdemeanor,Evening (9-12am),23,Monday,24,October,2016,50s,56.66,Overcast,"3400 Block Blvd Of The Allies Pittsburgh, PA 15213",40.43584868,-79.95815394,Central Oakland,4
1459,33.0,M,W,Misdemeanor,Evening (9-12am),23,Monday,24,October,2016,50s,56.66,Overcast,"3400 Block Blvd Of The Allies Pittsburgh, PA 15213",40.43584868,-79.95815394,Central Oakland,4
1460,26.0,M,W,Misdemeanor,Evening (9-12am),23,Monday,24,October,2016,50s,56.66,Overcast,"3400 Block Blvd Of The Allies Pittsburgh, PA 15213",40.43584868,-79.95815394,Central Oakland,4
1461,30.0,M,B,Felony,Early Evening (5-8pm),18,Tuesday,25,October,2016,50s,51.25,Mostly Cloudy,"800 Block Hazelwood AV Pittsburgh, PA 15217",40.41969887,-79.92923755,Greenfield,4
1462,30.0,M,B,Felony,Early Evening (5-8pm),18,Tuesday,25,October,2016,50s,51.25,Mostly Cloudy,"4200 Block Penn AV Pittsburgh, PA 15224",40.46563211,-79.9542828,Central Lawrenceville,2
1463,30.0,M,B,Felony,Early Evening (5-8pm),18,Tuesday,25,October,2016,50s,51.25,Mostly Cloudy,"2000 Block Wharton ST Pittsburgh, PA 15203",40.43002082,-79.97681333,South Side Flats,3
1464,30.0,M,B,Felony,Early Evening (5-8pm),18,Tuesday,25,October,2016,50s,51.25,Mostly Cloudy,"2000 Block Spring Garden AV Pittsburgh, PA 15212",40.46940473,-79.98577722,Spring Garden,1
1465,30.0,M,B,Felony,Early Evening (5-8pm),18,Tuesday,25,October,2016,50s,51.25,Mostly Cloudy,"2200 Block Arlington AV Pittsburgh, PA 15210",40.41683701,-79.97587461,Arlington,3
1466,30.0,M,B,Felony,Early Evening (5-8pm),18,Tuesday,25,October,2016,50s,51.25,Mostly Cloudy,"600 Block Penn AV Pittsburgh, PA 15222",40.44258495,-80.00178951,Central Business District,2
1467,64.0,M,W,Felony,Early Afternoon (1-4pm),14,Tuesday,25,October,2016,50s,51.25,Mostly Cloudy,Frankstown AV,0.0,0.0,Homewood West,5
1468,44.0,M,B,Misdemeanor,Late Morning (9am-12pm),9,Tuesday,25,October,2016,50s,51.25,Mostly Cloudy,"3500 Block Charlotte ST Pittsburgh, PA 15201",40.46433617,-79.96709104,Lower Lawrenceville,2
1469,30.0,M,B,Felony,Early Evening (5-8pm),18,Tuesday,25,October,2016,50s,51.25,Mostly Cloudy,"600 Block Hillsboro ST Pittsburgh, PA 15204",40.45382839,-80.05278859,Sheraden,6
